2.27279      -0.117515
2.3435     -0.0642558
2.41421              0
2.51421              0
2.61421              0
2.71421              0
2.81421              0
2.91421              0
3.01421              0
3.11421              0
3.21421              0
3.31421              0
3.41421              0
0        1.46033
0        1.51106
0        1.56686
0        1.62824
0        1.69575
0        1.77002
0        1.85172
0        1.94159
0        2.03145
0        2.12132
0        2.21119
0        2.30105
0        2.39092
0        2.47261
0        2.54688
0         2.6144
0        2.67578
0        2.73158
0        2.78231
0        2.82842
0.1        1.46033
0.1        1.51106
0.1        1.56686
0.1        1.62824
0.1        1.69575
0.1        1.77002
0.1        1.85172
0.1        1.94159
0.1        2.03145
0.1        2.12132
0.1        2.21119
0.1        2.30105
0.1        2.39092
0.1        2.47261
0.1        2.54688
0.1         2.6144
0.1        2.67578
0.1        2.73158
0.1        2.78231
0.1        2.82842
0.2        1.46033
0.2        1.51106
0.2        1.56686
0.2        1.62824
0.2        1.69575
0.2        1.77002
0.2        1.85172
0.2        1.94159
0.2        2.03145
0.2        2.12132
0.2        2.21119
0.2        2.30105
0.2        2.39092
0.2        2.47261
0.2        2.54688
0.2         2.6144
0.2        2.67578
0.2        2.73158
0.2        2.78231
0.2        2.82842
0.3        1.46033
0.3        1.51106
0.3        1.56686
0.3        1.62824
0.3        1.69575
0.3        1.77002
0.3        1.85172
0.3        1.94159
0.3        2.03145
0.3        2.12132
0.3        2.21119
0.3        2.30105
0.3        2.39092
0.3        2.47261
0.3        2.54688
0.3         2.6144
0.3        2.67578
0.3        2.73158
0.3        2.78231
0.3        2.82842
0.4        1.46033
0.4        1.51106
0.4        1.56686
0.4        1.62824
0.4        1.69575
0.4        1.77002
0.4        1.85172
0.4        1.94159
0.4        2.03145
0.4        2.12132
0.4        2.21119
0.4        2.30105
0.4        2.39092
0.4        2.47261
0.4        2.54688
0.4         2.6144
0.4        2.67578
0.4        2.73158
0.4        2.78231
0.4        2.82842
0.5        1.46033
0.5        1.51106
0.5        1.56686
0.5        1.62824
0.5        1.69575
0.5        1.77002
0.5        1.85172
0.5        1.94159
0.5        2.03145
0.5        2.12132
0.5        2.21119
0.5        2.30105
0.5        2.39092
0.5        2.47261
0.5        2.54688
0.5         2.6144
0.5        2.67578
0.5        2.73158
0.5        2.78231
0.5        2.82842
0.6        1.46033
0.6        1.51106
0.6        1.56686
0.6        1.62824
0.6        1.69575
0.6        1.77002
0.6        1.85172
0.6        1.94159
0.6        2.03145
0.6        2.12132
0.6        2.21119
0.6        2.30105
0.6        2.39092
0.6        2.47261
0.6        2.54688
0.6         2.6144
0.6        2.67578
0.6        2.73158
0.6        2.78231
0.6        2.82842
0.7        1.46033
0.7        1.51106
0.7        1.56686
0.7        1.62824
0.7        1.69575
0.7        1.77002
0.7        1.85172
0.7        1.94159
0.7        2.03145
0.7        2.12132
0.7        2.21119
0.7        2.30105
0.7        2.39092
0.7        2.47261
0.7        2.54688
0.7         2.6144
0.7        2.67578
0.7        2.73158
0.7        2.78231
0.7        2.82842
0.8        1.46033
0.8        1.51106
0.8        1.56686
0.8        1.62824
0.8        1.69575
0.8        1.77002
0.8        1.85172
0.8        1.94159
0.8        2.03145
0.8        2.12132
0.8        2.21119
0.8        2.30105
0.8        2.39092
0.8        2.47261
0.8        2.54688
0.8         2.6144
0.8        2.67578
0.8        2.73158
0.8        2.78231
0.8        2.82842
0.9        1.46033
0.9        1.51106
0.9        1.56686
0.9        1.62824
0.9        1.69575
0.9        1.77002
0.9        1.85172
0.9        1.94159
0.9        2.03145
0.9        2.12132
0.9        2.21119
0.9        2.30105
0.9        2.39092
0.9        2.47261
0.9        2.54688
0.9         2.6144
0.9        2.67578
0.9        2.73158
0.9        2.78231
0.9        2.82842
1        1.46033
1        1.51106
1        1.56686
1        1.62824
1        1.69575
1        1.77002
1        1.85172
1        1.94159
1        2.03145
1        2.12132
1        2.21119
1        2.30105
1        2.39092
1        2.47261
1        2.54688
1         2.6144
1        2.67578
1        2.73158
1        2.78231
1        2.82842
1.07071        1.52458
1.07071        1.57531
1.07071        1.63111
1.07071        1.69249
1.07071        1.76001
1.07071        1.83428
1.07071        1.91598
1.07071        2.00584
1.07071        2.09571
1.07071        2.18557
1.07071        2.27544
1.07071        2.36531
1.07071        2.45517
1.07071        2.53687
1.07071        2.61114
1.07071        2.67866
1.07071        2.74004
1.07071        2.79584
1.07071        2.84656
1.07071        2.89268
1.14142        1.57784
1.14142        1.62857
1.14142        1.68437
1.14142        1.74575
1.14142        1.81327
1.14142        1.88754
1.14142        1.96923
1.14142         2.0591
1.14142        2.14897
1.14142        2.23883
1.14142         2.3287
1.14142        2.41857
1.14142        2.50843
1.14142        2.59013
1.14142         2.6644
1.14142        2.73192
1.14142         2.7933
1.14142         2.8491
1.14142        2.89982
1.14142        2.94594
1.21213        1.62213
1.21213        1.67286
1.21213        1.72866
1.21213        1.79004
1.21213        1.85755
1.21213        1.93182
1.21213        2.01352
1.21213        2.10339
1.21213        2.19325
1.21213        2.28312
1.21213        2.37299
1.21213        2.46285
1.21213        2.55272
1.21213        2.63441
1.21213        2.70868
1.21213         2.7762
1.21213        2.83758
1.21213        2.89338
1.21213        2.94411
1.21213        2.99022
1.28284        1.65876
1.28284        1.70949
1.28284        1.76529
1.28284        1.82667
1.28284        1.89419
1.28284        1.96845
1.28284        2.05015
1.28284        2.14002
1.28284        2.22988
1.28284        2.31975
1.28284        2.40962
1.28284        2.49948
1.28284        2.58935
1.28284        2.67105
1.28284        2.74532
1.28284        2.81283
1.28284        2.87421
1.28284        2.93001
1.28284        2.98074
1.28284        3.02686
1.35355        1.68864
1.35355        1.73936
1.35355        1.79516
1.35355        1.85654
1.35355        1.92406
1.35355        1.99833
1.35355        2.08003
1.35355        2.16989
1.35355        2.25976
1.35355        2.34963
1.35355        2.43949
1.35355        2.52936
1.35355        2.61922
1.35355        2.70092
1.35355        2.77519
1.35355        2.84271
1.35355        2.90409
1.35355        2.95989
1.35355        3.01062
1.35355        3.05673
1.42426        1.71239
1.42426        1.76312
1.42426        1.81892
1.42426         1.8803
1.42426        1.94781
1.42426        2.02208
1.42426        2.10378
1.42426        2.19365
1.42426        2.28351
1.42426        2.37338
1.42426        2.46324
1.42426        2.55311
1.42426        2.64298
1.42426        2.72467
1.42426        2.79894
1.42426        2.86646
1.42426        2.92784
1.42426        2.98364
1.42426        3.03437
1.42426        3.08048
1.49497        1.73046
1.49497        1.78119
1.49497        1.83699
1.49497        1.89837
1.49497        1.96589
1.49497        2.04016
1.49497        2.12185
1.49497        2.21172
1.49497        2.30159
1.49497        2.39145
1.49497        2.48132
1.49497        2.57119
1.49497        2.66105
1.49497        2.74275
1.49497        2.81702
1.49497        2.88454
1.49497        2.94592
1.49497        3.00172
1.49497        3.05244
1.49497        3.09856
1.56569        1.74317
1.56569         1.7939
1.56569         1.8497
1.56569        1.91108
1.56569         1.9786
1.56569        2.05287
1.56569        2.13456
1.56569        2.22443
1.56569        2.31429
1.56569        2.40416
1.56569        2.49403
1.56569        2.58389
1.56569        2.67376
1.56569        2.75546
1.56569        2.82973
1.56569        2.89724
1.56569        2.95862
1.56569        3.01442
1.56569        3.06515
1.56569        3.11127
1.6364        1.75072
1.6364        1.80145
1.6364        1.85725
1.6364        1.91863
1.6364        1.98614
1.6364        2.06041
1.6364        2.14211
1.6364        2.23198
1.6364        2.32184
1.6364        2.41171
1.6364        2.50157
1.6364        2.59144
1.6364        2.68131
1.6364          2.763
1.6364        2.83727
1.6364        2.90479
1.6364        2.96617
1.6364        3.02197
1.6364         3.0727
1.6364        3.11881
1.70711        1.75322
1.70711        1.80395
1.70711        1.85975
1.70711        1.92113
1.70711        1.98865
1.70711        2.06292
1.70711        2.14461
1.70711        2.23448
1.70711        2.32435
1.70711        2.41421
1.70711        2.50408
1.70711        2.59394
1.70711        2.68381
1.70711        2.76551
1.70711        2.83978
1.70711        2.90729
1.70711        2.96867
1.70711        3.02447
1.70711         3.0752
1.70711        3.12132
1.77782        1.75072
1.77782        1.80145
1.77782        1.85725
1.77782        1.91863
1.77782        1.98614
1.77782        2.06041
1.77782        2.14211
1.77782        2.23198
1.77782        2.32184
1.77782        2.41171
1.77782        2.50157
1.77782        2.59144
1.77782        2.68131
1.77782          2.763
1.77782        2.83727
1.77782        2.90479
1.77782        2.96617
1.77782        3.02197
1.77782         3.0727
1.77782        3.11881
1.84853        1.74317
1.84853         1.7939
1.84853         1.8497
1.84853        1.91108
1.84853         1.9786
1.84853        2.05287
1.84853        2.13456
1.84853        2.22443
1.84853        2.31429
1.84853        2.40416
1.84853        2.49403
1.84853        2.58389
1.84853        2.67376
1.84853        2.75546
1.84853        2.82973
1.84853        2.89724
1.84853        2.95862
1.84853        3.01442
1.84853        3.06515
1.84853        3.11127
1.91924        1.73046
1.91924        1.78119
1.91924        1.83699
1.91924        1.89837
1.91924        1.96589
1.91924        2.04016
1.91924        2.12185
1.91924        2.21172
1.91924        2.30159
1.91924        2.39145
1.91924        2.48132
1.91924        2.57118
1.91924        2.66105
1.91924        2.74275
1.91924        2.81702
1.91924        2.88454
1.91924        2.94591
1.91924        3.00171
1.91924        3.05244
1.91924        3.09856
1.98995        1.71239
1.98995        1.76311
1.98995        1.81891
1.98995        1.88029
1.98995        1.94781
1.98995        2.02208
1.98995        2.10378
1.98995        2.19364
1.98995        2.28351
1.98995        2.37338
1.98995        2.46324
1.98995        2.55311
1.98995        2.64298
1.98995        2.72467
1.98995        2.79894
1.98995        2.86646
1.98995        2.92784
1.98995        2.98364
1.98995        3.03437
1.98995        3.08048
2.06066        1.68864
2.06066        1.73936
2.06066        1.79516
2.06066        1.85654
2.06066        1.92406
2.06066        1.99833
2.06066        2.08003
2.06066        2.16989
2.06066        2.25976
2.06066        2.34963
2.06066        2.43949
2.06066        2.52936
2.06066        2.61922
2.06066        2.70092
2.06066        2.77519
2.06066        2.84271
2.06066        2.90409
2.06066        2.95989
2.06066        3.01062
2.06066        3.05673
2.13137        1.65876
2.13137        1.70949
2.13137        1.76529
2.13137        1.82667
2.13137        1.89418
2.13137        1.96845
2.13137        2.05015
2.13137        2.14002
2.13137        2.22988
2.13137        2.31975
2.13137        2.40962
2.13137        2.49948
2.13137        2.58935
2.13137        2.67104
2.13137        2.74531
2.13137        2.81283
2.13137        2.87421
2.13137        2.93001
2.13137        2.98074
2.13137        3.02685
2.20208        1.62213
2.20208        1.67286
2.20208        1.72866
2.20208        1.79004
2.20208        1.85755
2.20208        1.93182
2.20208        2.01352
2.20208        2.10339
2.20208        2.19325
2.20208        2.28312
2.20208        2.37298
2.20208        2.46285
2.20208        2.55272
2.20208        2.63441
2.20208        2.70868
2.20208         2.7762
2.20208        2.83758
2.20208        2.89338
2.20208        2.94411
2.20208        2.99022
2.27279        1.57784
2.27279        1.62857
2.27279        1.68437
2.27279        1.74575
2.27279        1.81327
2.27279        1.88754
2.27279        1.96923
2.27279         2.0591
2.27279        2.14897
2.27279        2.23883
2.27279         2.3287
2.27279        2.41856
2.27279        2.50843
2.27279        2.59013
2.27279         2.6644
2.27279        2.73191
2.27279        2.79329
2.27279        2.84909
2.27279        2.89982
2.27279        2.94594
2.3435        1.52458
2.3435        1.57531
2.3435        1.63111
2.3435        1.69249
2.3435        1.76001
2.3435        1.83428
2.3435        1.91597
2.3435        2.00584
2.3435        2.09571
2.3435        2.18557
2.3435        2.27544
2.3435        2.36531
2.3435        2.45517
2.3435        2.53687
2.3435        2.61114
2.3435        2.67866
2.3435        2.74004
2.3435        2.79584
2.3435        2.84656
2.3435        2.89268
2.41421        1.46033
2.41421        1.51106
2.41421        1.56686
2.41421        1.62824
2.41421        1.69575
2.41421        1.77002
2.41421        1.85172
2.41421        1.94159
2.41421        2.03145
2.41421        2.12132
2.41421        2.21119
2.41421        2.30105
2.41421        2.39092
2.41421        2.47261
2.41421        2.54688
2.41421         2.6144
2.41421        2.67578
2.41421        2.73158
2.41421        2.78231
2.41421        2.82842
2.51421        1.46033
2.51421        1.51106
2.51421        1.56686
2.51421        1.62824
2.51421        1.69575
2.51421        1.77002
2.51421        1.85172
2.51421        1.94159
2.51421        2.03145
2.51421        2.12132
2.51421        2.21119
2.51421        2.30105
2.51421        2.39092
2.51421        2.47261
2.51421        2.54688
2.51421         2.6144
2.51421        2.67578
2.51421        2.73158
2.51421        2.78231
2.51421        2.82842
2.61421        1.46033
2.61421        1.51106
2.61421        1.56686
2.61421        1.62824
2.61421        1.69575
2.61421        1.77002
2.61421        1.85172
2.61421        1.94159
2.61421        2.03145
2.61421        2.12132
2.61421        2.21119
2.61421        2.30105
2.61421        2.39092
2.61421        2.47261
2.61421        2.54688
2.61421         2.6144
2.61421        2.67578
2.61421        2.73158
2.61421        2.78231
2.61421        2.82842
2.71421        1.46033
2.71421        1.51106
2.71421        1.56686
2.71421        1.62824
2.71421        1.69575
2.71421        1.77002
2.71421        1.85172
2.71421        1.94159
2.71421        2.03145
2.71421        2.12132
2.71421        2.21119
2.71421        2.30105
2.71421        2.39092
2.71421        2.47261
2.71421        2.54688
2.71421         2.6144
2.71421        2.67578
2.71421        2.73158
2.71421        2.78231
2.71421        2.82842
2.81421        1.46033
2.81421        1.51106
2.81421        1.56686
2.81421        1.62824
2.81421        1.69575
2.81421        1.77002
2.81421        1.85172
2.81421        1.94159
2.81421        2.03145
2.81421        2.12132
2.81421        2.21119
2.81421        2.30105
2.81421        2.39092
2.81421        2.47261
2.81421        2.54688
2.81421         2.6144
2.81421        2.67578
2.81421        2.73158
2.81421        2.78231
2.81421        2.82842
2.91421        1.46033
2.91421        1.51106
2.91421        1.56686
2.91421        1.62824
2.91421        1.69575
2.91421        1.77002
2.91421        1.85172
2.91421        1.94159
2.91421        2.03145
2.91421        2.12132
2.91421        2.21119
2.91421        2.30105
2.91421        2.39092
2.91421        2.47261
2.91421        2.54688
2.91421         2.6144
2.91421        2.67578
2.91421        2.73158
2.91421        2.78231
2.91421        2.82842
3.01421        1.46033
3.01421        1.51106
3.01421        1.56686
3.01421        1.62824
3.01421        1.69575
3.01421        1.77002
3.01421        1.85172
3.01421        1.94159
3.01421        2.03145
3.01421        2.12132
3.01421        2.21119
3.01421        2.30105
3.01421        2.39092
3.01421        2.47261
3.01421        2.54688
3.01421         2.6144
3.01421        2.67578
3.01421        2.73158
3.01421        2.78231
3.01421        2.82842
3.11421        1.46033
3.11421        1.51106
3.11421        1.56686
3.11421        1.62824
3.11421        1.69575
3.11421        1.77002
3.11421        1.85172
3.11421        1.94159
3.11421        2.03145
3.11421        2.12132
3.11421        2.21119
3.11421        2.30105
3.11421        2.39092
3.11421        2.47261
3.11421        2.54688
3.11421         2.6144
3.11421        2.67578
3.11421        2.73158
3.11421        2.78231
3.11421        2.82842
3.21421        1.46033
3.21421        1.51106
3.21421        1.56686
3.21421        1.62824
3.21421        1.69575
3.21421        1.77002
3.21421        1.85172
3.21421        1.94159
3.21421        2.03145
3.21421        2.12132
3.21421        2.21119
3.21421        2.30105
3.21421        2.39092
3.21421        2.47261
3.21421        2.54688
3.21421         2.6144
3.21421        2.67578
3.21421        2.73158
3.21421        2.78231
3.21421        2.82842
3.31421        1.46033
3.31421        1.51106
3.31421        1.56686
3.31421        1.62824
3.31421        1.69575
3.31421        1.77002
3.31421        1.85172
3.31421        1.94159
3.31421        2.03145
3.31421        2.12132
3.31421        2.21119
3.31421        2.30105
3.31421        2.39092
3.31421        2.47261
3.31421        2.54688
3.31421         2.6144
3.31421        2.67578
3.31421        2.73158
3.31421        2.78231
3.31421        2.82842
